id,name,description,contact_id,type,form,category,rate,duration,start_date,finish_date,cost,num_visit,num_visit_left,filial,invoice_id,discount,discount_comment,internal_notice,tags,tags2,event_id,assign_reason
82bb56a6-4394-aec7-de4a-6a0d72c2fd5f,ЛШ 2026 Очно МФТИ 17.08 - 28.08 (УНПК),,3593c5e3-6def-132a-6b18-6a04664c5d71,Standart,,,,360,2026-05-20,2027-05-15,59500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,27500,,,,,OCH_LSH_MFTI_UNPK_1708,единственная очная ЛШ ученика; строка участника важнее текста платежа
b1d77ba0-763a-b12d-4b0b-6a0d72910248,ЛШ 2026 Очно Москва 6.07 - 17.07 (УНПК),,36d14cbc-cbc6-627b-7c54-6936d4c7388c,Standart,,,,360,2026-05-20,2027-05-15,59500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,27500,,,,,OCH_LSH_MSK_UNPK_0607,единственная очная ЛШ ученика; строка участника важнее текста платежа
82cdad8b-5760-8435-f92e-6a1d375d0ff4,ЛШ 2026 Очно Москва 6.07 - 17.07 (УНПК),,3a19f7e8-f891-85cb-4e8b-6a1065f833c2,Standart,,,,360,2026-06-01,2027-05-27,99500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,-12500,,,,,OCH_LSH_MSK_UNPK_0607,единственная очная ЛШ ученика; строка участника важнее текста платежа
576a5d48-e444-efc9-aace-69eb5c02a85c,ЛШ-26 Москва 3.08 - 14.08 (ФОТОН),,3f5e6fc3-a928-68a3-4261-69c107c498e4,Standart,,,,360,2026-04-24,2027-04-19,59000,1,1,,,28000,,,,,OCH_LSH_MSK_FOTON_0308,единственная очная ЛШ ученика; строка участника важнее текста платежа
3740c1e4-816e-6989-644f-6a0d83a1821d,ЛШ 2026 Очно МФТИ 17.08 - 28.08 (УНПК),,40626337-af5b-76e7-3372-5f575b2c39cf,Standart,,,,360,2026-05-20,2027-05-15,59500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,27500,,,,,OCH_LSH_MFTI_UNPK_1708,единственная очная ЛШ ученика; строка участника важнее текста платежа
4503274e-da48-e4b6-7f60-6a01c6fa54cd,ЛШ 2026 Очно МФТИ 20.07 - 31.07 (УНПК),,40626337-af5b-76e7-3372-5f575b2c39cf,Standart,,,,360,2026-05-11,2027-05-06,53550,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,33450,,,,,OCH_LSH_MFTI_UNPK_1708,единственная очная ЛШ ученика; строка участника важнее текста платежа
46658916-a317-539f-feb8-6a181d2452ce,ЛШ 2026 Очно Москва 6.07 - 17.07 (УНПК),,41912130-0fc0-159e-44e6-6a145e971b42,Standart,,,,360,2026-05-28,2027-05-23,37500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,49500,,,,,OCH_LSH_MSK_UNPK_0607,единственная очная ЛШ ученика; строка участника важнее текста платежа
34df8251-6275-0395-9937-6a1d37f2fc26,ЛШ 2026 Очно Москва 6.07 - 17.07 (УНПК),,41a1b613-74b4-0246-852a-6a16c3040bd9,Standart,,,,360,2026-06-01,2027-05-27,59500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,27500,,,,,OCH_LSH_MSK_UNPK_0607,единственная очная ЛШ ученика; строка участника важнее текста платежа
47f1815f-154d-315a-c54d-6a0d95b6432e,ЛШ 2026 Очно Москва 3.08 - 14.08 (ФОТОН),,4235aa87-7c2f-0ae0-d96a-69fc48588296,Standart,,,,360,2026-05-20,2027-05-15,49000,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,38000,,,,,OCH_LSH_MSK_FOTON_0308,единственная очная ЛШ ученика; строка участника важнее текста платежа
7906179f-93ff-6ef1-0feb-6a0c61836d13,ЛШ 2026 Очно МФТИ 17.08 - 28.08 (УНПК),,42931b51-cde9-8a14-2a26-69fc793152c4,Standart,,,,360,2026-05-19,2027-05-14,37500,1,1,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,49500,,,,,OCH_LSH_MFTI_UNPK_1708,единственная очная ЛШ ученика; строка участника важнее текста платежа
